lat_grid,lon_grid,hour,day_of_week,count_trips
51.086,71.412,12,4,18
51.086,71.412,12,5,17
51.086,71.412,12,6,21
51.086,71.412,13,0,30
51.086,71.412,13,1,25
51.086,71.412,13,2,14
51.086,71.412,13,3,32
51.086,71.412,13,4,11
51.086,71.412,13,5,15
51.086,71.412,13,6,19
51.086,71.412,14,0,35
51.086,71.412,14,1,29
51.086,71.412,14,2,24
51.086,71.412,14,3,26
51.086,71.412,14,4,11
51.086,71.412,14,5,25
51.086,71.412,14,6,20
51.086,71.412,15,0,28
51.086,71.412,15,1,22
51.086,71.412,15,2,13
51.086,71.412,15,3,14
51.086,71.412,15,4,21
51.086,71.412,15,5,17
51.086,71.412,15,6,23
51.086,71.412,16,0,30
51.086,71.412,16,1,25
51.086,71.412,16,2,13
51.086,71.412,16,3,17
51.086,71.412,16,4,17
51.086,71.412,16,5,25
51.086,71.412,16,6,15
51.086,71.412,17,0,25
51.086,71.412,17,1,24
51.086,71.412,17,2,17
51.086,71.412,17,3,25
51.086,71.412,17,4,13
51.086,71.412,17,5,30
51.086,71.412,17,6,18
51.086,71.412,18,0,29
51.086,71.412,18,1,22
51.086,71.412,18,2,26
51.086,71.412,18,3,46
51.086,71.412,18,4,26
51.086,71.412,18,5,16
51.086,71.412,18,6,13
51.086,71.412,19,0,33
51.086,71.412,19,1,28
51.086,71.412,19,2,25
51.086,71.412,19,3,32
51.086,71.412,19,4,20
51.086,71.412,19,5,27
51.086,71.412,19,6,15
51.086,71.412,20,0,24
51.086,71.412,20,1,49
51.086,71.412,20,2,24
51.086,71.412,20,3,28
51.086,71.412,20,4,21
51.086,71.412,20,5,23
51.086,71.412,20,6,13
51.086,71.412,21,0,15
51.086,71.412,21,1,31
51.086,71.412,21,2,24
51.086,71.412,21,3,25
51.086,71.412,21,4,13
51.086,71.412,21,5,22
51.086,71.412,21,6,14
51.086,71.412,22,0,22
51.086,71.412,22,1,24
51.086,71.412,22,2,31
51.086,71.412,22,3,27
51.086,71.412,22,4,21
51.086,71.412,22,5,18
51.086,71.412,22,6,10
51.086,71.412,23,0,19
51.086,71.412,23,1,32
51.086,71.412,23,2,21
51.086,71.412,23,3,18
51.086,71.412,23,4,14
51.086,71.412,23,5,24
51.086,71.412,23,6,19
51.086,71.413,0,2,3
51.086,71.413,0,6,1
51.086,71.413,1,1,3
51.086,71.413,1,4,1
51.086,71.413,1,6,1
51.086,71.413,2,0,1
51.086,71.413,2,1,2
51.086,71.413,2,5,2
51.086,71.413,2,6,2
51.086,71.413,3,2,2
51.086,71.413,3,6,3
51.086,71.413,4,1,2
51.086,71.413,4,2,2
51.086,71.413,4,3,2
51.086,71.413,4,4,4
51.086,71.413,5,0,1
51.086,71.413,5,3,3
51.086,71.413,5,4,3
51.086,71.413,5,5,1
51.086,71.413,5,6,2
51.086,71.413,6,1,1
51.086,71.413,6,3,2
51.086,71.413,7,3,5
51.086,71.413,7,4,5
51.086,71.413,7,5,5
51.086,71.413,8,0,2
51.086,71.413,8,2,1
51.086,71.413,8,3,2
51.086,71.413,8,5,1
51.086,71.413,9,4,3
51.086,71.413,10,0,1
51.086,71.413,10,1,1
51.086,71.413,10,2,1
51.086,71.413,10,4,2
51.086,71.413,10,5,1
51.086,71.413,10,6,1
51.086,71.413,11,0,1
51.086,71.413,11,2,2
51.086,71.413,11,4,3
51.086,71.413,11,6,6
51.086,71.413,12,0,1
51.086,71.413,12,3,1
51.086,71.413,12,4,1
51.086,71.413,12,6,1
51.086,71.413,13,0,2
51.086,71.413,13,1,4
51.086,71.413,13,2,1
51.086,71.413,13,3,4
51.086,71.413,13,5,3
51.086,71.413,14,1,1
51.086,71.413,14,3,1
51.086,71.413,14,5,1
51.086,71.413,15,1,1
51.086,71.413,15,2,2
51.086,71.413,15,3,1
51.086,71.413,15,6,2
51.086,71.413,16,3,1
51.086,71.413,16,5,2
51.086,71.413,17,2,1
51.086,71.413,17,4,1
51.086,71.413,17,5,1
51.086,71.413,17,6,1
51.086,71.413,18,1,4
51.086,71.413,18,3,4
51.086,71.413,18,6,1
51.086,71.413,19,1,2
51.086,71.413,19,2,7
51.086,71.413,19,3,2
51.086,71.413,19,5,2
51.086,71.413,20,5,1
51.086,71.413,21,0,3
51.086,71.413,21,1,1
51.086,71.413,21,2,1
51.086,71.413,21,4,1
51.086,71.413,21,5,2
51.086,71.413,21,6,3
51.086,71.413,22,1,3
51.086,71.413,22,3,1
51.086,71.413,22,4,2
51.086,71.413,22,6,3
51.086,71.413,23,0,1
51.086,71.413,23,1,4
51.086,71.413,23,2,3
51.086,71.413,23,6,2
51.086,71.414,0,0,1
51.086,71.414,0,3,1
51.086,71.414,0,5,1
51.086,71.414,1,0,1
51.086,71.414,1,1,2
51.086,71.414,1,2,1
51.086,71.414,2,1,1
51.086,71.414,2,2,4
51.086,71.414,2,3,1
51.086,71.414,2,4,1
51.086,71.414,3,0,2
51.086,71.414,3,1,1
51.086,71.414,3,2,1
51.086,71.414,3,6,2
51.086,71.414,4,0,1
51.086,71.414,4,4,2
51.086,71.414,4,5,2
51.086,71.414,4,6,1
51.086,71.414,5,0,1
51.086,71.414,5,2,1
51.086,71.414,5,3,4
51.086,71.414,5,4,1
51.086,71.414,6,0,1
51.086,71.414,6,2,1
51.086,71.414,6,4,2
51.086,71.414,6,5,1
51.086,71.414,7,0,3
51.086,71.414,7,5,2
51.086,71.414,8,1,1
51.086,71.414,8,3,1
51.086,71.414,9,0,3
51.086,71.414,9,2,2
51.086,71.414,9,3,2
51.086,71.414,9,4,1
51.086,71.414,9,6,1
51.086,71.414,10,0,1
51.086,71.414,10,3,3
51.086,71.414,10,5,1
51.086,71.414,11,0,1
51.086,71.414,11,2,1
51.086,71.414,11,4,3
51.086,71.414,11,5,1
51.086,71.414,12,4,2
51.086,71.414,13,0,2
51.086,71.414,13,2,1
51.086,71.414,13,3,1
51.086,71.414,13,4,1
51.086,71.414,13,5,1
51.086,71.414,13,6,1
51.086,71.414,15,0,3
51.086,71.414,15,2,4
51.086,71.414,15,6,3
51.086,71.414,16,0,1
51.086,71.414,16,1,1
51.086,71.414,16,2,2
51.086,71.414,16,3,1
51.086,71.414,17,0,1
51.086,71.414,17,1,1
51.086,71.414,17,4,1
51.086,71.414,18,0,1
51.086,71.414,18,3,1
51.086,71.414,18,4,1
51.086,71.414,19,1,2
51.086,71.414,19,2,1
51.086,71.414,19,3,1
51.086,71.414,19,4,1
51.086,71.414,19,5,1
51.086,71.414,19,6,1
51.086,71.414,20,1,1
51.086,71.414,20,6,1
51.086,71.414,21,0,2
51.086,71.414,21,4,1
51.086,71.414,21,5,2
51.086,71.414,21,6,1
51.086,71.414,22,1,2
51.086,71.414,22,2,1
51.086,71.414,22,3,3
51.086,71.414,22,4,1
51.086,71.414,22,5,2
51.086,71.414,23,0,1
51.086,71.414,23,1,2
51.086,71.414,23,2,1
51.086,71.414,23,6,2
51.086,71.415,0,0,3
51.086,71.415,0,1,8
51.086,71.415,0,2,11
51.086,71.415,0,3,10
51.086,71.415,0,4,5
51.086,71.415,0,5,7
51.086,71.415,0,6,3
51.086,71.415,1,0,9
51.086,71.415,1,1,7
51.086,71.415,1,2,7
51.086,71.415,1,3,5
51.086,71.415,1,4,3
51.086,71.415,1,5,2
51.086,71.415,1,6,9
51.086,71.415,2,0,6
51.086,71.415,2,1,6
51.086,71.415,2,2,12
51.086,71.415,2,3,8
51.086,71.415,2,4,6
51.086,71.415,2,5,5
51.086,71.415,2,6,8
51.086,71.415,3,0,11
51.086,71.415,3,1,5
51.086,71.415,3,2,6
51.086,71.415,3,3,7
51.086,71.415,3,4,8
51.086,71.415,3,5,7
51.086,71.415,3,6,4
51.086,71.415,4,0,7
51.086,71.415,4,1,10
51.086,71.415,4,2,5
51.086,71.415,4,3,6
51.086,71.415,4,4,10
51.086,71.415,4,5,8
51.086,71.415,4,6,7
51.086,71.415,5,0,8
51.086,71.415,5,1,8
51.086,71.415,5,2,9
51.086,71.415,5,3,8
51.086,71.415,5,4,4
51.086,71.415,5,5,4
51.086,71.415,5,6,4
51.086,71.415,6,0,6
51.086,71.415,6,1,5
51.086,71.415,6,2,4
51.086,71.415,6,3,9
51.086,71.415,6,4,1
51.086,71.415,6,5,8
51.086,71.415,6,6,9
51.086,71.415,7,0,6
51.086,71.415,7,1,6
51.086,71.415,7,2,7
51.086,71.415,7,3,8
51.086,71.415,7,4,1
51.086,71.415,7,5,14
51.086,71.415,7,6,5
51.086,71.415,8,0,8
51.086,71.415,8,1,8
51.086,71.415,8,2,4
51.086,71.415,8,3,9
51.086,71.415,8,4,12
51.086,71.415,8,5,9
51.086,71.415,8,6,10
51.086,71.415,9,0,8
51.086,71.415,9,1,5
51.086,71.415,9,2,5
51.086,71.415,9,3,1
51.086,71.415,9,4,13
51.086,71.415,9,5,10
51.086,71.415,9,6,4
51.086,71.415,10,0,7
51.086,71.415,10,1,7
51.086,71.415,10,2,7
51.086,71.415,10,3,4
51.086,71.415,10,4,7
51.086,71.415,10,5,9
51.086,71.415,10,6,4
51.086,71.415,11,0,11
51.086,71.415,11,1,8
51.086,71.415,11,2,9
51.086,71.415,11,3,8
51.086,71.415,11,4,7
51.086,71.415,11,5,7
51.086,71.415,11,6,10
51.086,71.415,12,0,5
51.086,71.415,12,1,2
51.086,71.415,12,2,7
51.086,71.415,12,3,4
51.086,71.415,12,4,6
51.086,71.415,12,5,2
51.086,71.415,12,6,7
51.086,71.415,13,0,6
51.086,71.415,13,1,5
51.086,71.415,13,2,6
51.086,71.415,13,3,6
51.086,71.415,13,4,7
51.086,71.415,13,5,7
51.086,71.415,13,6,8
51.086,71.415,14,0,3
51.086,71.415,14,1,6
51.086,71.415,14,2,9
51.086,71.415,14,3,12
51.086,71.415,14,4,8
51.086,71.415,14,5,9
51.086,71.415,14,6,4
51.086,71.415,15,0,7
51.086,71.415,15,1,6
51.086,71.415,15,2,7
51.086,71.415,15,3,9
51.086,71.415,15,4,6
51.086,71.415,15,5,7
51.086,71.415,15,6,7
51.086,71.415,16,0,13
51.086,71.415,16,1,6
51.086,71.415,16,2,4
51.086,71.415,16,3,11
51.086,71.415,16,4,10
51.086,71.415,16,5,7
51.086,71.415,16,6,3
51.086,71.415,17,0,7
51.086,71.415,17,1,10
51.086,71.415,17,2,3
51.086,71.415,17,3,8
51.086,71.415,17,4,6
51.086,71.415,17,5,2
51.086,71.415,17,6,8
51.086,71.415,18,0,6
51.086,71.415,18,1,11
51.086,71.415,18,2,6
51.086,71.415,18,3,8
51.086,71.415,18,4,12
51.086,71.415,18,5,8
51.086,71.415,18,6,3
51.086,71.415,19,0,3
51.086,71.415,19,1,8
51.086,71.415,19,2,3
51.086,71.415,19,3,4
51.086,71.415,19,4,6
51.086,71.415,19,5,8
51.086,71.415,19,6,7
51.086,71.415,20,0,4
51.086,71.415,20,1,4
51.086,71.415,20,2,6
51.086,71.415,20,3,5
51.086,71.415,20,4,7
51.086,71.415,20,5,5
51.086,71.415,20,6,6
51.086,71.415,21,0,8
51.086,71.415,21,1,6
51.086,71.415,21,2,5
51.086,71.415,21,3,1
51.086,71.415,21,4,13
51.086,71.415,21,5,3
51.086,71.415,21,6,5
51.086,71.415,22,0,8
51.086,71.415,22,1,5
51.086,71.415,22,2,8
51.086,71.415,22,3,13
51.086,71.415,22,4,2
51.086,71.415,22,5,4
51.086,71.415,22,6,6
51.086,71.415,23,0,6
51.086,71.415,23,1,6
51.086,71.415,23,2,11
51.086,71.415,23,3,9
51.086,71.415,23,4,9
51.086,71.415,23,5,5
51.086,71.415,23,6,8
51.086,71.416,0,0,3
51.086,71.416,0,1,15
51.086,71.416,0,2,12
51.086,71.416,0,3,13
51.086,71.416,0,4,8
51.086,71.416,0,5,11
51.086,71.416,0,6,8
51.086,71.416,1,0,9
51.086,71.416,1,1,8
51.086,71.416,1,2,7
51.086,71.416,1,3,5
51.086,71.416,1,4,7
51.086,71.416,1,5,5
51.086,71.416,1,6,8
51.086,71.416,2,0,3
51.086,71.416,2,1,21
51.086,71.416,2,2,7
51.086,71.416,2,3,10
51.086,71.416,2,4,3
51.086,71.416,2,5,12
51.086,71.416,2,6,4
51.086,71.416,3,0,4
51.086,71.416,3,1,10
51.086,71.416,3,2,10
51.086,71.416,3,3,8
51.086,71.416,3,4,12
51.086,71.416,3,5,9
51.086,71.416,3,6,5
51.086,71.416,4,0,5
51.086,71.416,4,1,6
51.086,71.416,4,2,8
51.086,71.416,4,3,5
51.086,71.416,4,4,7
51.086,71.416,4,5,9
51.086,71.416,4,6,5
51.086,71.416,5,0,10
51.086,71.416,5,1,6
51.086,71.416,5,2,12
51.086,71.416,5,3,8
51.086,71.416,5,4,17
51.086,71.416,5,5,12
51.086,71.416,5,6,2
51.086,71.416,6,0,9
51.086,71.416,6,1,11
51.086,71.416,6,2,8
51.086,71.416,6,3,12
51.086,71.416,6,4,2
51.086,71.416,6,5,7
51.086,71.416,6,6,8
51.086,71.416,7,0,13
51.086,71.416,7,1,11
51.086,71.416,7,2,13
51.086,71.416,7,3,6
51.086,71.416,7,4,7
51.086,71.416,7,5,7
51.086,71.416,7,6,5
51.086,71.416,8,0,9
51.086,71.416,8,1,8
51.086,71.416,8,2,4
51.086,71.416,8,3,15
51.086,71.416,8,4,9
51.086,71.416,8,5,6
51.086,71.416,8,6,6
51.086,71.416,9,0,15
51.086,71.416,9,1,11
51.086,71.416,9,2,7
51.086,71.416,9,3,8
51.086,71.416,9,4,9
51.086,71.416,9,5,7
51.086,71.416,9,6,3
51.086,71.416,10,0,11
51.086,71.416,10,1,7
51.086,71.416,10,2,10
51.086,71.416,10,3,4
51.086,71.416,10,4,8
51.086,71.416,10,5,6
51.086,71.416,10,6,9
51.086,71.416,11,0,4
51.086,71.416,11,1,6
51.086,71.416,11,2,7
51.086,71.416,11,3,10
51.086,71.416,11,4,10
51.086,71.416,11,5,8
51.086,71.416,11,6,9
51.086,71.416,12,0,9
51.086,71.416,12,1,9
51.086,71.416,12,2,11
51.086,71.416,12,3,7
51.086,71.416,12,4,12
51.086,71.416,12,5,4
51.086,71.416,12,6,8
51.086,71.416,13,0,11
51.086,71.416,13,1,10
51.086,71.416,13,2,12
51.086,71.416,13,3,5
51.086,71.416,13,4,7
51.086,71.416,13,5,8
51.086,71.416,13,6,10
51.086,71.416,14,0,7
51.086,71.416,14,1,9
51.086,71.416,14,2,11
51.086,71.416,14,3,14
51.086,71.416,14,4,5
51.086,71.416,14,5,14
51.086,71.416,14,6,8
51.086,71.416,15,0,6
51.086,71.416,15,1,9
51.086,71.416,15,2,2
51.086,71.416,15,3,3
51.086,71.416,15,4,7
51.086,71.416,15,5,6
51.086,71.416,15,6,5
51.086,71.416,16,0,10
51.086,71.416,16,1,5
51.086,71.416,16,2,9
51.086,71.416,16,3,7
51.086,71.416,16,4,3
51.086,71.416,16,5,14
51.086,71.416,16,6,10
51.086,71.416,17,0,9
51.086,71.416,17,1,15
51.086,71.416,17,2,7
51.086,71.416,17,3,10
51.086,71.416,17,4,7
51.086,71.416,17,5,7
51.086,71.416,17,6,8
51.086,71.416,18,0,8
51.086,71.416,18,1,9
51.086,71.416,18,2,7
51.086,71.416,18,3,14
51.086,71.416,18,4,14
51.086,71.416,18,5,10
51.086,71.416,18,6,9
51.086,71.416,19,1,7
51.086,71.416,19,2,4
51.086,71.416,19,3,8
51.086,71.416,19,4,5
51.086,71.416,19,5,10
51.086,71.416,19,6,5
51.086,71.416,20,0,9
51.086,71.416,20,1,8
51.086,71.416,20,2,7
51.086,71.416,20,3,1
51.086,71.416,20,4,7
51.086,71.416,20,5,8
51.086,71.416,20,6,11
51.086,71.416,21,0,7
51.086,71.416,21,1,10
51.086,71.416,21,2,5
51.086,71.416,21,3,6
51.086,71.416,21,4,7
51.086,71.416,21,5,10
51.086,71.416,21,6,5
51.086,71.416,22,0,11
51.086,71.416,22,1,4
51.086,71.416,22,2,7
51.086,71.416,22,3,9
51.086,71.416,22,4,6
51.086,71.416,22,5,10
51.086,71.416,22,6,6
51.086,71.416,23,0,7
51.086,71.416,23,1,8
51.086,71.416,23,2,11
51.086,71.416,23,3,6
51.086,71.416,23,4,5
51.086,71.416,23,5,3
51.086,71.416,23,6,10
51.086,71.417,0,0,13
51.086,71.417,0,1,12
51.086,71.417,0,2,4
51.086,71.417,0,3,13
51.086,71.417,0,4,1
51.086,71.417,0,5,12
51.086,71.417,0,6,8
51.086,71.417,1,0,8
51.086,71.417,1,1,6
51.086,71.417,1,2,2
51.086,71.417,1,3,6
51.086,71.417,1,4,7
51.086,71.417,1,5,10
51.086,71.417,1,6,12
51.086,71.417,2,0,8
51.086,71.417,2,1,10
51.086,71.417,2,2,8
51.086,71.417,2,3,6
51.086,71.417,2,4,5
51.086,71.417,2,5,2
51.086,71.417,2,6,20
51.086,71.417,3,0,10
51.086,71.417,3,1,6
51.086,71.417,3,2,9
51.086,71.417,3,3,9
51.086,71.417,3,4,10
51.086,71.417,3,5,6
51.086,71.417,3,6,9
51.086,71.417,4,0,7
51.086,71.417,4,1,8
51.086,71.417,4,2,9
51.086,71.417,4,3,11
51.086,71.417,4,4,8
51.086,71.417,4,5,11
51.086,71.417,4,6,5
51.086,71.417,5,0,5
51.086,71.417,5,1,5
51.086,71.417,5,2,7
51.086,71.417,5,3,9
51.086,71.417,5,4,10
51.086,71.417,5,5,11
51.086,71.417,5,6,5
51.086,71.417,6,0,5
51.086,71.417,6,1,4
51.086,71.417,6,2,9
51.086,71.417,6,3,6
51.086,71.417,6,4,3
51.086,71.417,6,5,10
51.086,71.417,6,6,10
51.086,71.417,7,0,13
51.086,71.417,7,1,4
51.086,71.417,7,2,6
51.086,71.417,7,3,8
51.086,71.417,7,4,3
51.086,71.417,7,5,8
51.086,71.417,7,6,7
51.086,71.417,8,0,6
51.086,71.417,8,1,7
51.086,71.417,8,2,7
51.086,71.417,8,3,8
51.086,71.417,8,4,6
51.086,71.417,8,5,9
51.086,71.417,8,6,8
51.086,71.417,9,0,5
51.086,71.417,9,1,5
51.086,71.417,9,2,13
51.086,71.417,9,3,10
51.086,71.417,9,4,3
51.086,71.417,9,5,7
51.086,71.417,9,6,11
51.086,71.417,10,0,15
51.086,71.417,10,1,6
51.086,71.417,10,2,9
51.086,71.417,10,3,10
51.086,71.417,10,4,4
51.086,71.417,10,5,10
51.086,71.417,10,6,5
51.086,71.417,11,0,4
51.086,71.417,11,1,14
51.086,71.417,11,2,9
51.086,71.417,11,3,11
51.086,71.417,11,4,5
51.086,71.417,11,5,12
51.086,71.417,11,6,7
51.086,71.417,12,0,14
51.086,71.417,12,1,13
51.086,71.417,12,2,11
51.086,71.417,12,3,9
51.086,71.417,12,4,5
51.086,71.417,12,5,7
51.086,71.417,12,6,6
51.086,71.417,13,0,8
51.086,71.417,13,1,12
51.086,71.417,13,2,11
51.086,71.417,13,3,17
51.086,71.417,13,4,8
51.086,71.417,13,5,13
51.086,71.417,13,6,7
51.086,71.417,14,0,8
51.086,71.417,14,1,10
51.086,71.417,14,2,8
51.086,71.417,14,3,9
51.086,71.417,14,4,6
51.086,71.417,14,5,7
51.086,71.417,14,6,9
51.086,71.417,15,0,7
51.086,71.417,15,1,11
51.086,71.417,15,2,11
51.086,71.417,15,3,8
51.086,71.417,15,4,6
51.086,71.417,15,5,5
51.086,71.417,15,6,6
51.086,71.417,16,0,6
51.086,71.417,16,1,12
51.086,71.417,16,2,10
51.086,71.417,16,3,7
51.086,71.417,16,4,10
51.086,71.417,16,5,13
51.086,71.417,16,6,8
51.086,71.417,17,0,10
51.086,71.417,17,1,9
51.086,71.417,17,2,7
51.086,71.417,17,3,8
51.086,71.417,17,4,12
51.086,71.417,17,5,4
51.086,71.417,17,6,4
51.086,71.417,18,0,7
51.086,71.417,18,1,7
51.086,71.417,18,2,8
51.086,71.417,18,3,5
51.086,71.417,18,4,5
51.086,71.417,18,5,5
51.086,71.417,18,6,4
51.086,71.417,19,0,5
51.086,71.417,19,1,10
51.086,71.417,19,2,10
51.086,71.417,19,3,4
51.086,71.417,19,4,12
51.086,71.417,19,5,7
51.086,71.417,19,6,5
51.086,71.417,20,0,7
51.086,71.417,20,1,9
51.086,71.417,20,2,3
51.086,71.417,20,3,9
51.086,71.417,20,4,10
51.086,71.417,20,5,5
51.086,71.417,20,6,7
51.086,71.417,21,0,11
51.086,71.417,21,1,8
51.086,71.417,21,2,6
51.086,71.417,21,3,10
51.086,71.417,21,4,21
51.086,71.417,21,5,8
51.086,71.417,21,6,13
51.086,71.417,22,0,9
51.086,71.417,22,1,4
51.086,71.417,22,2,14
51.086,71.417,22,3,16
51.086,71.417,22,4,8
51.086,71.417,22,5,6
51.086,71.417,22,6,7
51.086,71.417,23,0,12
51.086,71.417,23,1,8
51.086,71.417,23,2,7
51.086,71.417,23,3,14
51.086,71.417,23,4,6
51.086,71.417,23,5,9
51.086,71.417,23,6,7
51.086,71.418,0,0,7
51.086,71.418,0,1,10
51.086,71.418,0,2,5
51.086,71.418,0,3,3
51.086,71.418,0,4,3
51.086,71.418,0,5,13
51.086,71.418,0,6,8
51.086,71.418,1,0,8
51.086,71.418,1,1,3
51.086,71.418,1,2,4
51.086,71.418,1,3,3
51.086,71.418,1,4,7
51.086,71.418,1,5,4
51.086,71.418,1,6,5
51.086,71.418,2,0,7
51.086,71.418,2,1,5
51.086,71.418,2,2,5
51.086,71.418,2,3,4
51.086,71.418,2,4,7
51.086,71.418,2,5,6
51.086,71.418,2,6,4
51.086,71.418,3,0,8
51.086,71.418,3,1,14
51.086,71.418,3,2,4
51.086,71.418,3,3,10
51.086,71.418,3,4,8
51.086,71.418,3,5,4
51.086,71.418,3,6,7
51.086,71.418,4,0,7
51.086,71.418,4,1,6
51.086,71.418,4,2,4
51.086,71.418,4,3,7
51.086,71.418,4,4,5
51.086,71.418,4,5,12
51.086,71.418,4,6,2
51.086,71.418,5,0,12
51.086,71.418,5,1,12
51.086,71.418,5,2,8
51.086,71.418,5,3,7
51.086,71.418,5,4,11
51.086,71.418,5,5,12
51.086,71.418,5,6,3
51.086,71.418,6,0,4
51.086,71.418,6,1,8
51.086,71.418,6,2,8
51.086,71.418,6,3,2
51.086,71.418,6,4,4
51.086,71.418,6,5,2
51.086,71.418,6,6,6
51.086,71.418,7,0,3
51.086,71.418,7,1,14
51.086,71.418,7,2,5
51.086,71.418,7,3,2
51.086,71.418,7,4,6
51.086,71.418,7,5,4
51.086,71.418,7,6,7
51.086,71.418,8,0,6
51.086,71.418,8,1,15
51.086,71.418,8,2,6
51.086,71.418,8,3,5
51.086,71.418,8,4,5
51.086,71.418,8,5,6
51.086,71.418,8,6,4
51.086,71.418,9,0,5
51.086,71.418,9,1,7
51.086,71.418,9,2,4
51.086,71.418,9,3,4
51.086,71.418,9,4,8
51.086,71.418,9,5,6
51.086,71.418,9,6,6
51.086,71.418,10,0,7
51.086,71.418,10,1,3
51.086,71.418,10,2,9
51.086,71.418,10,3,7
51.086,71.418,10,4,2
51.086,71.418,10,5,7
51.086,71.418,10,6,3
51.086,71.418,11,0,7
51.086,71.418,11,1,3
51.086,71.418,11,2,6
51.086,71.418,11,3,11
51.086,71.418,11,4,3
51.086,71.418,11,5,4
51.086,71.418,11,6,10
51.086,71.418,12,0,8
51.086,71.418,12,1,14
51.086,71.418,12,2,4
51.086,71.418,12,3,6
51.086,71.418,12,4,4
51.086,71.418,12,5,3
51.086,71.418,12,6,10
51.086,71.418,13,0,11
51.086,71.418,13,1,5
51.086,71.418,13,2,7
51.086,71.418,13,3,6
51.086,71.418,13,4,4
51.086,71.418,13,5,6
51.086,71.418,13,6,8
51.086,71.418,14,0,7
51.086,71.418,14,1,6
51.086,71.418,14,2,9
51.086,71.418,14,3,3
51.086,71.418,14,4,2
51.086,71.418,14,5,6
51.086,71.418,14,6,2
51.086,71.418,15,0,9
51.086,71.418,15,1,8
51.086,71.418,15,2,3
51.086,71.418,15,3,8
51.086,71.418,15,4,2
51.086,71.418,15,5,3
51.086,71.418,15,6,8
51.086,71.418,16,0,13
51.086,71.418,16,1,6
51.086,71.418,16,2,6
51.086,71.418,16,3,10
51.086,71.418,16,4,10
51.086,71.418,16,5,4
51.086,71.418,16,6,9
51.086,71.418,17,0,6
51.086,71.418,17,1,7
51.086,71.418,17,2,6
51.086,71.418,17,3,13
51.086,71.418,17,4,3
51.086,71.418,17,5,6
51.086,71.418,17,6,1
51.086,71.418,18,0,5
51.086,71.418,18,1,11
51.086,71.418,18,2,12
51.086,71.418,18,3,5
51.086,71.418,18,4,8
51.086,71.418,18,5,10
51.086,71.418,18,6,6
51.086,71.418,19,0,10
51.086,71.418,19,1,4
51.086,71.418,19,2,6
51.086,71.418,19,3,12
51.086,71.418,19,4,4
51.086,71.418,19,5,7
51.086,71.418,19,6,6
51.086,71.418,20,0,6
51.086,71.418,20,1,5
51.086,71.418,20,2,6
51.086,71.418,20,3,3
51.086,71.418,20,4,4
51.086,71.418,20,5,7
51.086,71.418,20,6,10
51.086,71.418,21,0,5
51.086,71.418,21,1,4
51.086,71.418,21,2,6
51.086,71.418,21,3,6
51.086,71.418,21,4,4
51.086,71.418,21,5,11
51.086,71.418,21,6,5
51.086,71.418,22,0,2
51.086,71.418,22,1,12
51.086,71.418,22,2,9
51.086,71.418,22,3,6
51.086,71.418,22,4,4
51.086,71.418,22,5,7
51.086,71.418,22,6,7
51.086,71.418,23,0,8
51.086,71.418,23,1,4
51.086,71.418,23,2,8
51.086,71.418,23,3,5
51.086,71.418,23,4,8
51.086,71.418,23,5,3
51.086,71.418,23,6,7
51.086,71.419,0,0,1
51.086,71.419,0,1,1
51.086,71.419,0,2,1
51.086,71.419,0,3,1
51.086,71.419,0,4,1
51.086,71.419,0,5,1
51.086,71.419,0,6,2
51.086,71.419,1,0,2
51.086,71.419,1,4,3
51.086,71.419,1,5,1
51.086,71.419,1,6,1
51.086,71.419,2,1,2
51.086,71.419,2,3,1
51.086,71.419,2,4,1
51.086,71.419,2,5,2
51.086,71.419,2,6,1
51.086,71.419,3,1,1
51.086,71.419,4,2,3
51.086,71.419,4,4,1
51.086,71.419,4,5,1
51.086,71.419,4,6,2
51.086,71.419,5,6,1
51.086,71.419,6,0,1
51.086,71.419,6,3,2
51.086,71.419,6,4,2
51.086,71.419,6,6,1
51.086,71.419,7,0,2
51.086,71.419,7,1,2
51.086,71.419,7,2,1
51.086,71.419,7,5,1
51.086,71.419,7,6,1
51.086,71.419,8,0,2
51.086,71.419,8,2,2
51.086,71.419,8,3,1
51.086,71.419,9,2,2
51.086,71.419,9,3,1
51.086,71.419,9,6,2
51.086,71.419,10,0,1
51.086,71.419,10,1,1
51.086,71.419,11,0,1
51.086,71.419,11,5,1
51.086,71.419,12,1,1
51.086,71.419,13,0,1
51.086,71.419,13,5,2
51.086,71.419,14,1,2
51.086,71.419,14,3,2
51.086,71.419,14,4,2
51.086,71.419,14,5,2
51.086,71.419,15,0,2
51.086,71.419,15,1,2
51.086,71.419,15,2,1
51.086,71.419,15,4,1
51.086,71.419,15,6,2
51.086,71.419,16,4,1
51.086,71.419,17,1,1
51.086,71.419,17,3,1
51.086,71.419,17,6,2
51.086,71.419,18,1,4
51.086,71.419,18,2,1
51.086,71.419,19,2,5
51.086,71.419,19,3,1
51.086,71.419,19,6,1
51.086,71.419,20,0,1
51.086,71.419,20,2,3
51.086,71.419,21,0,2
51.086,71.419,21,1,1
51.086,71.419,21,4,1
51.086,71.419,22,0,1
51.086,71.419,22,1,2
51.086,71.419,22,6,2
51.086,71.419,23,3,2
51.086,71.419,23,4,1
51.086,71.419,23,5,1
51.086,71.42,0,0,1
51.086,71.42,0,3,2
51.086,71.42,0,6,2
51.086,71.42,1,0,1
51.086,71.42,1,1,1
51.086,71.42,1,4,1
51.086,71.42,1,5,2
